path1,path2,label,pair_type,source,group_a,group_b
review_dataset/sorted/negative/pair_000187/A.jpg,review_dataset/sorted/negative/pair_000187/B.jpg,0,negative,cross_group_sampling,374,236
review_dataset/sorted/positive/pair_000158/A.jpg,review_dataset/sorted/positive/pair_000158/B.jpg,1,positive,grouped_images,326,326
review_dataset/sorted/positive/pair_000072/A.jpg,review_dataset/sorted/positive/pair_000072/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/positive/pair_000244/A.jpg,review_dataset/sorted/positive/pair_000244/B.jpg,1,positive,grouped_images,104,104
review_dataset/sorted/positive/pair_000029/A.jpg,review_dataset/sorted/positive/pair_000029/B.jpg,1,positive,grouped_images,61,61
review_dataset/sorted/negative/pair_000246/A.jpg,review_dataset/sorted/negative/pair_000246/B.jpg,0,negative,cross_group_sampling,180,329
review_dataset/sorted/negative/pair_000240/A.jpg,review_dataset/sorted/negative/pair_000240/B.jpg,0,negative,cross_group_sampling,484,453
review_dataset/sorted/positive/pair_000131/A.jpg,review_dataset/sorted/positive/pair_000131/B.jpg,1,positive,grouped_images,242,242
review_dataset/sorted/positive/pair_000066/A.jpg,review_dataset/sorted/positive/pair_000066/B.jpg,1,positive,grouped_images,323,323
review_dataset/sorted/negative/pair_000206/A.jpg,review_dataset/sorted/negative/pair_000206/B.jpg,0,negative,cross_group_sampling,4,37
review_dataset/sorted/positive/pair_000001/A.jpg,review_dataset/sorted/positive/pair_000001/B.jpg,1,positive,grouped_images,11,11
review_dataset/sorted/negative/pair_000155/A.jpg,review_dataset/sorted/negative/pair_000155/B.jpg,0,negative,cross_group_sampling,105,352
review_dataset/sorted/positive/pair_000242/A.jpg,review_dataset/sorted/positive/pair_000242/B.jpg,1,positive,grouped_images,356,356
review_dataset/sorted/negative/pair_000176/A.jpg,review_dataset/sorted/negative/pair_000176/B.jpg,0,negative,cross_group_sampling,169,143
review_dataset/sorted/positive/pair_000071/A.jpg,review_dataset/sorted/positive/pair_000071/B.jpg,1,positive,grouped_images,197,197
review_dataset/sorted/positive/pair_000210/A.jpg,review_dataset/sorted/positive/pair_000210/B.jpg,1,positive,grouped_images,277,277
review_dataset/sorted/negative/pair_000151/A.jpg,review_dataset/sorted/negative/pair_000151/B.jpg,0,negative,cross_group_sampling,175,143
review_dataset/sorted/positive/pair_000160/A.jpg,review_dataset/sorted/positive/pair_000160/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/positive/pair_000193/A.jpg,review_dataset/sorted/positive/pair_000193/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/positive/pair_000067/A.jpg,review_dataset/sorted/positive/pair_000067/B.jpg,1,positive,grouped_images,81,81
review_dataset/sorted/negative/pair_000139/A.jpg,review_dataset/sorted/negative/pair_000139/B.jpg,0,negative,cross_group_sampling,274,374
review_dataset/sorted/negative/pair_000200/A.jpg,review_dataset/sorted/negative/pair_000200/B.jpg,0,negative,cross_group_sampling,190,146
review_dataset/sorted/negative/pair_000181/A.jpg,review_dataset/sorted/negative/pair_000181/B.jpg,0,negative,cross_group_sampling,192,391
review_dataset/sorted/negative/pair_000256/A.jpg,review_dataset/sorted/negative/pair_000256/B.jpg,0,negative,cross_group_sampling,438,120
review_dataset/sorted/negative/pair_000009/A.jpg,review_dataset/sorted/negative/pair_000009/B.jpg,0,negative,cross_group_sampling,260,159
review_dataset/sorted/positive/pair_000235/A.jpg,review_dataset/sorted/positive/pair_000235/B.jpg,1,positive,grouped_images,59,59
review_dataset/sorted/negative/pair_000191/A.jpg,review_dataset/sorted/negative/pair_000191/B.jpg,0,negative,cross_group_sampling,98,152
review_dataset/sorted/positive/pair_000140/A.jpg,review_dataset/sorted/positive/pair_000140/B.jpg,1,positive,grouped_images,181,181
review_dataset/sorted/positive/pair_000065/A.jpg,review_dataset/sorted/positive/pair_000065/B.jpg,1,positive,grouped_images,21,21
review_dataset/sorted/negative/pair_000079/A.jpg,review_dataset/sorted/negative/pair_000079/B.jpg,0,negative,cross_group_sampling,72,217
review_dataset/sorted/negative/pair_000107/A.jpg,review_dataset/sorted/negative/pair_000107/B.jpg,0,negative,cross_group_sampling,36,305
review_dataset/sorted/negative/pair_000064/A.jpg,review_dataset/sorted/negative/pair_000064/B.jpg,0,negative,cross_group_sampling,66,22
review_dataset/sorted/positive/pair_000089/A.jpg,review_dataset/sorted/positive/pair_000089/B.jpg,1,positive,grouped_images,33,33
review_dataset/sorted/negative/pair_000122/A.jpg,review_dataset/sorted/negative/pair_000122/B.jpg,0,negative,cross_group_sampling,230,302
review_dataset/sorted/negative/pair_000043/A.jpg,review_dataset/sorted/negative/pair_000043/B.jpg,0,negative,cross_group_sampling,288,5
review_dataset/sorted/positive/pair_000149/A.jpg,review_dataset/sorted/positive/pair_000149/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000123/A.jpg,review_dataset/sorted/negative/pair_000123/B.jpg,0,negative,cross_group_sampling,461,265
review_dataset/sorted/negative/pair_000180/A.jpg,review_dataset/sorted/negative/pair_000180/B.jpg,0,negative,cross_group_sampling,367,333
review_dataset/sorted/negative/pair_000221/A.jpg,review_dataset/sorted/negative/pair_000221/B.jpg,0,negative,cross_group_sampling,30,26
review_dataset/sorted/negative/pair_000214/A.jpg,review_dataset/sorted/negative/pair_000214/B.jpg,0,negative,cross_group_sampling,453,469
review_dataset/sorted/negative/pair_000031/A.jpg,review_dataset/sorted/negative/pair_000031/B.jpg,0,negative,cross_group_sampling,127,116
review_dataset/sorted/positive/pair_000044/A.jpg,review_dataset/sorted/positive/pair_000044/B.jpg,1,positive,grouped_images,180,180
review_dataset/sorted/negative/pair_000085/A.jpg,review_dataset/sorted/negative/pair_000085/B.jpg,0,negative,cross_group_sampling,339,117
review_dataset/sorted/positive/pair_000217/A.jpg,review_dataset/sorted/positive/pair_000217/B.jpg,1,positive,grouped_images,34,34
review_dataset/sorted/negative/pair_000259/A.jpg,review_dataset/sorted/negative/pair_000259/B.jpg,0,negative,cross_group_sampling,30,492
review_dataset/sorted/negative/pair_000166/A.jpg,review_dataset/sorted/negative/pair_000166/B.jpg,0,negative,cross_group_sampling,37,264
review_dataset/sorted/positive/pair_000249/A.jpg,review_dataset/sorted/positive/pair_000249/B.jpg,1,positive,grouped_images,176,176
review_dataset/sorted/negative/pair_000003/A.jpg,review_dataset/sorted/negative/pair_000003/B.jpg,0,negative,cross_group_sampling,35,464
review_dataset/sorted/negative/pair_000208/A.jpg,review_dataset/sorted/negative/pair_000208/B.jpg,0,negative,cross_group_sampling,143,233
review_dataset/sorted/negative/pair_000057/A.jpg,review_dataset/sorted/negative/pair_000057/B.jpg,0,negative,cross_group_sampling,186,113
review_dataset/sorted/negative/pair_000124/A.jpg,review_dataset/sorted/negative/pair_000124/B.jpg,0,negative,cross_group_sampling,140,145
review_dataset/sorted/negative/pair_000239/A.jpg,review_dataset/sorted/negative/pair_000239/B.jpg,0,negative,cross_group_sampling,82,404
review_dataset/sorted/positive/pair_000216/A.jpg,review_dataset/sorted/positive/pair_000216/B.jpg,1,positive,grouped_images,117,117
review_dataset/sorted/negative/pair_000257/A.jpg,review_dataset/sorted/negative/pair_000257/B.jpg,0,negative,cross_group_sampling,109,336
review_dataset/sorted/negative/pair_000144/A.jpg,review_dataset/sorted/negative/pair_000144/B.jpg,0,negative,cross_group_sampling,157,421
review_dataset/sorted/positive/pair_000130/A.jpg,review_dataset/sorted/positive/pair_000130/B.jpg,1,positive,grouped_images,370,370
review_dataset/sorted/negative/pair_000252/A.jpg,review_dataset/sorted/negative/pair_000252/B.jpg,0,negative,cross_group_sampling,190,182
review_dataset/sorted/negative/pair_000153/A.jpg,review_dataset/sorted/negative/pair_000153/B.jpg,0,negative,cross_group_sampling,83,380
review_dataset/sorted/positive/pair_000069/A.jpg,review_dataset/sorted/positive/pair_000069/B.jpg,1,positive,grouped_images,8,8
review_dataset/sorted/negative/pair_000146/A.jpg,review_dataset/sorted/negative/pair_000146/B.jpg,0,negative,cross_group_sampling,13,92
review_dataset/sorted/positive/pair_000197/A.jpg,review_dataset/sorted/positive/pair_000197/B.jpg,1,positive,grouped_images,5,5
review_dataset/sorted/positive/pair_000254/A.jpg,review_dataset/sorted/positive/pair_000254/B.jpg,1,positive,grouped_images,315,315
review_dataset/sorted/negative/pair_000035/A.jpg,review_dataset/sorted/negative/pair_000035/B.jpg,0,negative,cross_group_sampling,209,249
review_dataset/sorted/negative/pair_000042/A.jpg,review_dataset/sorted/negative/pair_000042/B.jpg,0,negative,cross_group_sampling,475,402
review_dataset/sorted/negative/pair_000030/A.jpg,review_dataset/sorted/negative/pair_000030/B.jpg,0,negative,cross_group_sampling,337,299
review_dataset/sorted/positive/pair_000108/A.jpg,review_dataset/sorted/positive/pair_000108/B.jpg,1,positive,grouped_images,9,9
review_dataset/sorted/positive/pair_000037/A.jpg,review_dataset/sorted/positive/pair_000037/B.jpg,1,positive,grouped_images,130,130
review_dataset/sorted/negative/pair_000091/A.jpg,review_dataset/sorted/negative/pair_000091/B.jpg,0,negative,cross_group_sampling,491,391
review_dataset/sorted/positive/pair_000202/A.jpg,review_dataset/sorted/positive/pair_000202/B.jpg,1,positive,grouped_images,260,260
review_dataset/sorted/positive/pair_000157/A.jpg,review_dataset/sorted/positive/pair_000157/B.jpg,1,positive,grouped_images,53,53
review_dataset/sorted/negative/pair_000236/A.jpg,review_dataset/sorted/negative/pair_000236/B.jpg,0,negative,cross_group_sampling,260,468
review_dataset/sorted/negative/pair_000112/A.jpg,review_dataset/sorted/negative/pair_000112/B.jpg,0,negative,cross_group_sampling,390,273
review_dataset/sorted/positive/pair_000033/A.jpg,review_dataset/sorted/positive/pair_000033/B.jpg,1,positive,grouped_images,62,62
review_dataset/sorted/positive/pair_000162/A.jpg,review_dataset/sorted/positive/pair_000162/B.jpg,1,positive,grouped_images,397,397
review_dataset/sorted/negative/pair_000205/A.jpg,review_dataset/sorted/negative/pair_000205/B.jpg,0,negative,cross_group_sampling,476,277
review_dataset/sorted/negative/pair_000021/A.jpg,review_dataset/sorted/negative/pair_000021/B.jpg,0,negative,cross_group_sampling,23,363
review_dataset/sorted/positive/pair_000136/A.jpg,review_dataset/sorted/positive/pair_000136/B.jpg,1,positive,grouped_images,42,42
review_dataset/sorted/negative/pair_000245/A.jpg,review_dataset/sorted/negative/pair_000245/B.jpg,0,negative,cross_group_sampling,58,476
review_dataset/sorted/positive/pair_000229/A.jpg,review_dataset/sorted/positive/pair_000229/B.jpg,1,positive,grouped_images,182,182
review_dataset/sorted/negative/pair_000097/A.jpg,review_dataset/sorted/negative/pair_000097/B.jpg,0,negative,cross_group_sampling,60,456
review_dataset/sorted/positive/pair_000128/A.jpg,review_dataset/sorted/positive/pair_000128/B.jpg,1,positive,grouped_images,199,199
review_dataset/sorted/negative/pair_000013/A.jpg,review_dataset/sorted/negative/pair_000013/B.jpg,0,negative,cross_group_sampling,307,166
review_dataset/sorted/positive/pair_000078/A.jpg,review_dataset/sorted/positive/pair_000078/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/negative/pair_000099/A.jpg,review_dataset/sorted/negative/pair_000099/B.jpg,0,negative,cross_group_sampling,221,36
review_dataset/sorted/negative/pair_000046/A.jpg,review_dataset/sorted/negative/pair_000046/B.jpg,0,negative,cross_group_sampling,151,223
review_dataset/sorted/positive/pair_000041/A.jpg,review_dataset/sorted/positive/pair_000041/B.jpg,1,positive,grouped_images,162,162
review_dataset/sorted/negative/pair_000083/A.jpg,review_dataset/sorted/negative/pair_000083/B.jpg,0,negative,cross_group_sampling,478,179
review_dataset/sorted/positive/pair_000135/A.jpg,review_dataset/sorted/positive/pair_000135/B.jpg,1,positive,grouped_images,94,94
review_dataset/sorted/negative/pair_000092/A.jpg,review_dataset/sorted/negative/pair_000092/B.jpg,0,negative,cross_group_sampling,461,478
review_dataset/sorted/positive/pair_000104/A.jpg,review_dataset/sorted/positive/pair_000104/B.jpg,1,positive,grouped_images,185,185
review_dataset/sorted/positive/pair_000174/A.jpg,review_dataset/sorted/positive/pair_000174/B.jpg,1,positive,grouped_images,461,461
review_dataset/sorted/positive/pair_000186/A.jpg,review_dataset/sorted/positive/pair_000186/B.jpg,1,positive,grouped_images,122,122
review_dataset/sorted/positive/pair_000076/A.jpg,review_dataset/sorted/positive/pair_000076/B.jpg,1,positive,grouped_images,277,277
review_dataset/sorted/positive/pair_000185/A.jpg,review_dataset/sorted/positive/pair_000185/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000070/A.jpg,review_dataset/sorted/negative/pair_000070/B.jpg,0,negative,cross_group_sampling,99,216
review_dataset/sorted/positive/pair_000225/A.jpg,review_dataset/sorted/positive/pair_000225/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/negative/pair_000179/A.jpg,review_dataset/sorted/negative/pair_000179/B.jpg,0,negative,cross_group_sampling,41,283
review_dataset/sorted/negative/pair_000165/A.jpg,review_dataset/sorted/negative/pair_000165/B.jpg,0,negative,cross_group_sampling,306,240
review_dataset/sorted/positive/pair_000052/A.jpg,review_dataset/sorted/positive/pair_000052/B.jpg,1,positive,grouped_images,72,72
review_dataset/sorted/negative/pair_000230/A.jpg,review_dataset/sorted/negative/pair_000230/B.jpg,0,negative,cross_group_sampling,383,300
review_dataset/sorted/negative/pair_000138/A.jpg,review_dataset/sorted/negative/pair_000138/B.jpg,0,negative,cross_group_sampling,481,15
review_dataset/sorted/positive/pair_000147/A.jpg,review_dataset/sorted/positive/pair_000147/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/positive/pair_000118/A.jpg,review_dataset/sorted/positive/pair_000118/B.jpg,1,positive,grouped_images,221,221
review_dataset/sorted/negative/pair_000088/A.jpg,review_dataset/sorted/negative/pair_000088/B.jpg,0,negative,cross_group_sampling,92,298
review_dataset/sorted/negative/pair_000152/A.jpg,review_dataset/sorted/negative/pair_000152/B.jpg,0,negative,cross_group_sampling,334,277
review_dataset/sorted/positive/pair_000039/A.jpg,review_dataset/sorted/positive/pair_000039/B.jpg,1,positive,grouped_images,208,208
review_dataset/sorted/negative/pair_000105/A.jpg,review_dataset/sorted/negative/pair_000105/B.jpg,0,negative,cross_group_sampling,271,447
review_dataset/sorted/positive/pair_000090/A.jpg,review_dataset/sorted/positive/pair_000090/B.jpg,1,positive,grouped_images,333,333
review_dataset/sorted/negative/pair_000032/A.jpg,review_dataset/sorted/negative/pair_000032/B.jpg,0,negative,cross_group_sampling,123,30
review_dataset/sorted/positive/pair_000183/A.jpg,review_dataset/sorted/positive/pair_000183/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000059/A.jpg,review_dataset/sorted/negative/pair_000059/B.jpg,0,negative,cross_group_sampling,371,479
review_dataset/sorted/negative/pair_000061/A.jpg,review_dataset/sorted/negative/pair_000061/B.jpg,0,negative,cross_group_sampling,297,377
review_dataset/sorted/positive/pair_000148/A.jpg,review_dataset/sorted/positive/pair_000148/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000020/A.jpg,review_dataset/sorted/negative/pair_000020/B.jpg,0,negative,cross_group_sampling,237,195
review_dataset/sorted/positive/pair_000047/A.jpg,review_dataset/sorted/positive/pair_000047/B.jpg,1,positive,grouped_images,65,65
review_dataset/sorted/positive/pair_000189/A.jpg,review_dataset/sorted/positive/pair_000189/B.jpg,1,positive,grouped_images,333,333
review_dataset/sorted/positive/pair_000063/A.jpg,review_dataset/sorted/positive/pair_000063/B.jpg,1,positive,grouped_images,162,162
review_dataset/sorted/negative/pair_000014/A.jpg,review_dataset/sorted/negative/pair_000014/B.jpg,0,negative,cross_group_sampling,394,329
review_dataset/sorted/positive/pair_000228/A.jpg,review_dataset/sorted/positive/pair_000228/B.jpg,1,positive,grouped_images,61,61
review_dataset/sorted/negative/pair_000113/A.jpg,review_dataset/sorted/negative/pair_000113/B.jpg,0,negative,cross_group_sampling,443,206
review_dataset/sorted/positive/pair_000026/A.jpg,review_dataset/sorted/positive/pair_000026/B.jpg,1,positive,grouped_images,387,387
review_dataset/sorted/positive/pair_000134/A.jpg,review_dataset/sorted/positive/pair_000134/B.jpg,1,positive,grouped_images,288,288
review_dataset/sorted/negative/pair_000226/A.jpg,review_dataset/sorted/negative/pair_000226/B.jpg,0,negative,cross_group_sampling,207,373
review_dataset/sorted/positive/pair_000171/A.jpg,review_dataset/sorted/positive/pair_000171/B.jpg,1,positive,grouped_images,326,326
review_dataset/sorted/positive/pair_000177/A.jpg,review_dataset/sorted/positive/pair_000177/B.jpg,1,positive,grouped_images,168,168
review_dataset/sorted/positive/pair_000051/A.jpg,review_dataset/sorted/positive/pair_000051/B.jpg,1,positive,grouped_images,77,77
review_dataset/sorted/positive/pair_000192/A.jpg,review_dataset/sorted/positive/pair_000192/B.jpg,1,positive,grouped_images,81,81
review_dataset/sorted/negative/pair_000232/A.jpg,review_dataset/sorted/negative/pair_000232/B.jpg,0,negative,cross_group_sampling,431,328
review_dataset/sorted/negative/pair_000250/A.jpg,review_dataset/sorted/negative/pair_000250/B.jpg,0,negative,cross_group_sampling,2,489
review_dataset/sorted/positive/pair_000168/A.jpg,review_dataset/sorted/positive/pair_000168/B.jpg,1,positive,grouped_images,328,328
review_dataset/sorted/negative/pair_000129/A.jpg,review_dataset/sorted/negative/pair_000129/B.jpg,0,negative,cross_group_sampling,105,343
review_dataset/sorted/negative/pair_000231/A.jpg,review_dataset/sorted/negative/pair_000231/B.jpg,0,negative,cross_group_sampling,306,33
review_dataset/sorted/positive/pair_000073/A.jpg,review_dataset/sorted/positive/pair_000073/B.jpg,1,positive,grouped_images,345,345
review_dataset/sorted/negative/pair_000199/A.jpg,review_dataset/sorted/negative/pair_000199/B.jpg,0,negative,cross_group_sampling,56,306
review_dataset/sorted/positive/pair_000170/A.jpg,review_dataset/sorted/positive/pair_000170/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000238/A.jpg,review_dataset/sorted/negative/pair_000238/B.jpg,0,negative,cross_group_sampling,402,243
review_dataset/sorted/negative/pair_000100/A.jpg,review_dataset/sorted/negative/pair_000100/B.jpg,0,negative,cross_group_sampling,108,350
review_dataset/sorted/positive/pair_000075/A.jpg,review_dataset/sorted/positive/pair_000075/B.jpg,1,positive,grouped_images,166,166
review_dataset/sorted/negative/pair_000159/A.jpg,review_dataset/sorted/negative/pair_000159/B.jpg,0,negative,cross_group_sampling,349,370
review_dataset/sorted/negative/pair_000127/A.jpg,review_dataset/sorted/negative/pair_000127/B.jpg,0,negative,cross_group_sampling,168,207
review_dataset/sorted/positive/pair_000002/A.jpg,review_dataset/sorted/positive/pair_000002/B.jpg,1,positive,grouped_images,260,260
review_dataset/sorted/negative/pair_000190/A.jpg,review_dataset/sorted/negative/pair_000190/B.jpg,0,negative,cross_group_sampling,347,380
review_dataset/sorted/negative/pair_000161/A.jpg,review_dataset/sorted/negative/pair_000161/B.jpg,0,negative,cross_group_sampling,47,387
review_dataset/sorted/positive/pair_000141/A.jpg,review_dataset/sorted/positive/pair_000141/B.jpg,1,positive,grouped_images,277,277
review_dataset/sorted/negative/pair_000038/A.jpg,review_dataset/sorted/negative/pair_000038/B.jpg,0,negative,cross_group_sampling,44,375
review_dataset/sorted/negative/pair_000253/A.jpg,review_dataset/sorted/negative/pair_000253/B.jpg,0,negative,cross_group_sampling,195,2
review_dataset/sorted/positive/pair_000114/A.jpg,review_dataset/sorted/positive/pair_000114/B.jpg,1,positive,grouped_images,64,64
review_dataset/sorted/positive/pair_000211/A.jpg,review_dataset/sorted/positive/pair_000211/B.jpg,1,positive,grouped_images,333,333
review_dataset/sorted/negative/pair_000241/A.jpg,review_dataset/sorted/negative/pair_000241/B.jpg,0,negative,cross_group_sampling,217,357
review_dataset/sorted/negative/pair_000103/A.jpg,review_dataset/sorted/negative/pair_000103/B.jpg,0,negative,cross_group_sampling,475,386
review_dataset/sorted/negative/pair_000084/A.jpg,review_dataset/sorted/negative/pair_000084/B.jpg,0,negative,cross_group_sampling,2,171
review_dataset/sorted/negative/pair_000109/A.jpg,review_dataset/sorted/negative/pair_000109/B.jpg,0,negative,cross_group_sampling,136,72
review_dataset/sorted/positive/pair_000093/A.jpg,review_dataset/sorted/positive/pair_000093/B.jpg,1,positive,grouped_images,162,162
review_dataset/sorted/negative/pair_000022/A.jpg,review_dataset/sorted/negative/pair_000022/B.jpg,0,negative,cross_group_sampling,49,50
review_dataset/sorted/positive/pair_000016/A.jpg,review_dataset/sorted/positive/pair_000016/B.jpg,1,positive,grouped_images,85,85
review_dataset/sorted/negative/pair_000045/A.jpg,review_dataset/sorted/negative/pair_000045/B.jpg,0,negative,cross_group_sampling,103,419
review_dataset/sorted/positive/pair_000258/A.jpg,review_dataset/sorted/positive/pair_000258/B.jpg,1,positive,grouped_images,4,4
review_dataset/sorted/positive/pair_000119/A.jpg,review_dataset/sorted/positive/pair_000119/B.jpg,1,positive,grouped_images,242,242
review_dataset/sorted/positive/pair_000110/A.jpg,review_dataset/sorted/positive/pair_000110/B.jpg,1,positive,grouped_images,111,111
review_dataset/sorted/positive/pair_000050/A.jpg,review_dataset/sorted/positive/pair_000050/B.jpg,1,positive,grouped_images,21,21
review_dataset/sorted/positive/pair_000019/A.jpg,review_dataset/sorted/positive/pair_000019/B.jpg,1,positive,grouped_images,84,84
review_dataset/sorted/positive/pair_000023/A.jpg,review_dataset/sorted/positive/pair_000023/B.jpg,1,positive,grouped_images,267,267
review_dataset/sorted/positive/pair_000212/A.jpg,review_dataset/sorted/positive/pair_000212/B.jpg,1,positive,grouped_images,46,46
review_dataset/sorted/negative/pair_000040/A.jpg,review_dataset/sorted/negative/pair_000040/B.jpg,0,negative,cross_group_sampling,182,400
review_dataset/sorted/positive/pair_000049/A.jpg,review_dataset/sorted/positive/pair_000049/B.jpg,1,positive,grouped_images,73,73
review_dataset/sorted/negative/pair_000017/A.jpg,review_dataset/sorted/negative/pair_000017/B.jpg,0,negative,cross_group_sampling,276,110
review_dataset/sorted/negative/pair_000201/A.jpg,review_dataset/sorted/negative/pair_000201/B.jpg,0,negative,cross_group_sampling,235,319
review_dataset/sorted/negative/pair_000121/A.jpg,review_dataset/sorted/negative/pair_000121/B.jpg,0,negative,cross_group_sampling,267,474
review_dataset/sorted/negative/pair_000095/A.jpg,review_dataset/sorted/negative/pair_000095/B.jpg,0,negative,cross_group_sampling,411,343
review_dataset/sorted/positive/pair_000053/A.jpg,review_dataset/sorted/positive/pair_000053/B.jpg,1,positive,grouped_images,123,123
review_dataset/sorted/negative/pair_000117/A.jpg,review_dataset/sorted/negative/pair_000117/B.jpg,0,negative,cross_group_sampling,421,17
review_dataset/sorted/positive/pair_000068/A.jpg,review_dataset/sorted/positive/pair_000068/B.jpg,1,positive,grouped_images,187,187
review_dataset/sorted/positive/pair_000222/A.jpg,review_dataset/sorted/positive/pair_000222/B.jpg,1,positive,grouped_images,112,112
review_dataset/sorted/positive/pair_000248/A.jpg,review_dataset/sorted/positive/pair_000248/B.jpg,1,positive,grouped_images,340,340
review_dataset/sorted/negative/pair_000018/A.jpg,review_dataset/sorted/negative/pair_000018/B.jpg,0,negative,cross_group_sampling,374,403
review_dataset/sorted/positive/pair_000028/A.jpg,review_dataset/sorted/positive/pair_000028/B.jpg,1,positive,grouped_images,62,62
review_dataset/sorted/positive/pair_000115/A.jpg,review_dataset/sorted/positive/pair_000115/B.jpg,1,positive,grouped_images,162,162
